,turker,additionalThoughts,considr_othrExp,disappoint_othr,fairness,be_friend,generalExpermnt,generalStrategy,generalWilson,greedy,inv10x2exp,inv10x2ret,inv10x4exp,inv10x4ret,inv10x6exp,inv10x6ret,inv1x2exp,inv1x2ret,inv1x4exp,inv1x4ret,inv1x6exp,inv1x6ret,inv5x2exp,inv5x2ret,inv5x4exp,inv5x4ret,inv5x6exp,inv5x6ret,know_p2,liking,like_mostOthrs,self_dependable,self_disappoint_othr,self_fairness,self_greedy,self_trustwrthy,similarity,trust,turk_gender,turk_race,turker_age,wouldInvestInputId,p2,p3,p2_strat,mean_error
300,A3Q0IEOR5HISHM:3VSOLARPKC3AQYZ1BV3EEPHIX1W391,,70.0,65.0,56.0,69.0,,,,60.0,7.0,3.0,5.0,5.0,5.0,5,0.5,0.5,0.5,0.5,0.5,0.5,2.0,3,3.0,2.0,2.0,3,76.0,85.0,68.0,20.0,,73.0,,80.0,83.0,39.0,male,White,35.0,7.0,52.0,348.0,GR,54.37383969182215
301,A3QDFV8LK9A1HX:3ERET4BTVN3GMW78W1VDVBYK997K9R,,31.0,39.0,25.0,65.0,,,,45.0,,,,,,,,,,,,,,,,,,,12.0,30.0,32.0,23.0,,32.0,,36.0,33.0,78.0,male,White,27.0,4.0,32.0,349.0,MO,28.70225331848139
302,A3QLGMZOLGMBQ1:3NAPMVF0ZX9HRXFPSYRPHJLKXP6721,None,100.0,100.0,1.0,1.0,I was very engaged. It was hard to predict the exact amount if it was over $10. His behavior was easy to predict. It was a quick task but could have been quicker if it wasn't necessary to click after every event. It would have been easier to combine all of the info for each trial on one page and then make the decision. I did not find anything odd about the trials.,"I followed the patterns of how much he gave depending on the investment. Generally, if it was under $10, he returned 0. Over $10, I was often able to get pretty close if not exact.",Greedy,100.0,10.0,10.0,20.0,15.0,30.0,25,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,15.0,15,72.0,1.0,73.0,43.0,,43.0,,43.0,71.0,1.0,male,White,49.0,0.0,92.0,351.0,MO,10.89285714285714
303,A3QSFE6GKO157S:3HSYG7LRBKS03SQZ0YM2LKC0LZ1KKW,,41.0,67.0,42.0,87.0,The task was okay.,I went with what I thought he would do,A regular person,80.0,20.0,4.0,20.0,6.0,20.0,7,2.0,1.0,2.0,1.0,2.0,1.0,10.0,3,10.0,4.0,10.0,3,14.0,21.0,85.0,87.0,,68.0,,73.0,20.0,26.0,male,Black,29.0,10.0,81.0,352.0,GA,14.149842198087814
304,A3RCX3IQ8L6HHW:3ZR9AIQJUC3DC0USBDP4VJ8VAQT04Q,no,29.0,83.0,23.0,25.0,I couldn't tell if there was an exact formula to how he returned the money. I found it odd when he returned no money at all.,It seemed like he typically gave back a little less than half of what he wound up with.,He shouldn't be given money.,87.0,40.0,20.0,40.0,40.0,40.0,40,4.0,2.0,4.0,4.0,4.0,4.0,20.0,10,20.0,20.0,20.0,20,20.0,38.0,41.0,76.0,,78.0,,68.0,16.0,11.0,female,White,46.0,0.0,75.0,353.0,GA,16.113605773693493
305,A3RS7UCO7CQ74R:3TXD01ZLD5BTSM689K3OKQW2Q2MU4M,,89.0,68.0,95.0,83.0,fun,about half,nice,28.0,16.0,8.0,20.0,20.0,10.0,5,2.0,1.0,20.0,15.0,10.0,5.0,10.0,5,30.0,20.0,15.0,10,18.0,72.0,15.0,81.0,,12.0,,32.0,28.0,9.0,male,White,30.0,8.0,100.0,354.0,GA,17.87443144899285
306,A3S4CX0HPEIX0D:3WS1NTTKEZ6NAGRHVULNMN5MY9WF08,NICE,60.0,69.0,83.0,67.0,NOTHING,PLEASE HE IS VERY RUDE,HE IS SO CHEAP,62.0,15.0,2.0,25.0,5.0,30.0,5,2.0,0.0,4.0,0.0,6.0,0.0,8.0,5,15.0,3.0,12.0,5,63.0,75.0,67.0,72.0,,68.0,,67.0,63.0,60.0,male,White,27.0,6.0,32.0,356.0,MO,62.194316810544876
307,A3SC07W94YFEY3:34T446B1C18G74774SVMEHKJ13ZC03,,53.0,41.0,53.0,52.0,,,,46.0,40.0,10.0,80.0,10.0,120.0,10,4.0,1.0,8.0,1.0,24.0,1.0,20.0,5,80.0,5.0,90.0,5,50.0,56.0,53.0,57.0,,53.0,,61.0,54.0,47.0,male,Black,35.0,4.0,54.0,358.0,MO,16.98940638633621
308,A3SD02HCW68EUL:3I3WADAZ9RYGB0QBR3APQCAR8P3O58,,61.0,71.0,79.0,38.0,I was very engaged. It was a cool task.,I consider my gut feeling on how much I should give,He's cool.,70.0,5.0,5.0,3.0,5.0,9.0,6,5.0,6.0,6.0,5.0,5.0,6.0,4.0,4,4.0,2.0,36.0,8,64.0,38.0,68.0,46.0,,62.0,,76.0,60.0,69.0,female,White,35.0,6.0,75.0,359.0,GA,23.666341780376865
309,A3SWT9MJCQTORQ:3MB8LZR5BGNBNY8HLYY30KPFAZ6KLZ,No.,1.0,78.0,33.0,38.0,"A fun, engaging task. I feel like I had trouble predicting how much Wilson would give back, I figured out he didn't like to give a lot but it was tough to nail down an exact number, and sometimes he would give someone a generous amount ","I considered what people put in and what would they expect, quickly I realized Wilson was keeping a lot more money than he was giving back","That he is very money-focused and often didn't consider other's expectations, there were a few scenarios in which he gave back less or the exact same as what the other person put in. However, I don't think Wilson's actions would differ that much from most peoples. ",62.0,40.0,20.0,40.0,40.0,40.0,40,4.0,4.0,4.0,4.0,4.0,4.0,20.0,10,20.0,20.0,20.0,20,67.0,31.0,66.0,75.0,,76.0,,80.0,8.0,20.0,male,White,24.0,6.0,81.0,360.0,GA,12.421099043906061
310,A3TLI95L5GOBKG:3QRYMNZ7FZB0EH1PRKSAE3G0UNMTNX,all is well,55.0,25.0,76.0,37.0,i do my best . ,i consider the money give from stranger,selfish,52.0,10.0,0.0,10.0,9.0,10.0,9,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0,5.0,0.0,5.0,0,91.0,33.0,67.0,35.0,76.0,77.0,56.0,88.0,77.0,26.0,,,,10.0,52.0,361.0,GR,3.9821776663881927
311,A3U21PUMQ6NGT2:3RUIQRXJBCIM74QZ6YA4FK2UYNILLL,,58.0,72.0,32.0,30.0,I was very engaged. It was somewhat difficult figuring out when Wilson was going to take more. I couldn't see a definite pattern. I liked the game aspect and the illustrations made it fun to play. ,I tried to consider when he takes the greatest amount from someone,I think that he is somewhat greedy but still tries to leave some for others,69.0,40.0,30.0,40.0,30.0,40.0,30,4.0,2.0,4.0,2.0,4.0,2.0,20.0,15,20.0,15.0,20.0,15,65.0,24.0,42.0,87.0,,84.0,,78.0,37.0,21.0,female,White,36.0,2.0,47.0,362.0,IA,10.003248862897987
312,A3U6IA3JUSFZ2M:3I3WADAZ9RYGB0QBR3APQCAR6EP5ON,,64.0,25.0,71.0,65.0,I think I was looking at the wrong things.  Focused on appearance instead of the amounts.,I tried to see if there was a pattern based on the appearance of people.,He took what he could get but other people would do the same.,28.0,40.0,20.0,40.0,40.0,40.0,40,4.0,2.0,4.0,4.0,4.0,4.0,20.0,10,20.0,20.0,20.0,20,20.0,72.0,82.0,15.0,,85.0,,83.0,64.0,55.0,female,White,37.0,2.0,56.0,363.0,GA,21.72236145920357
313,A3VB6VI2TU4FID:3KJYX6QCMA5J8JETHH0XMEN4MJVVJ3,"I enjoyed this, thank you.",64.0,76.0,47.0,9.0,"I found it difficult to predict Wilson's behavior.  Every time I thought I figured out a pattern, I was wrong.",I was consider how much was put in along with the multiplier,Generally negative. And jealous!,46.0,40.0,11.0,40.0,20.0,40.0,20,4.0,0.0,4.0,2.0,4.0,3.0,20.0,5,20.0,10.0,20.0,10,1.0,15.0,58.0,93.0,,74.0,,72.0,40.0,24.0,female,White,32.0,0.0,75.0,364.0,GA,12.593694885361554
314,A3VHDQR8A9JJ4F:3IKZ72A5B5AQVCJOW0NLXZ1Z5YYFN1,no,44.0,64.0,44.0,33.0,i tried to figure out what kind of pattern to use with him i didn't find anything odd,consider he'd give back about half,kinda greedy sometimes fair,72.0,20.0,8.0,40.0,15.0,60.0,20,2.0,1.0,4.0,1.0,6.0,2.0,10.0,3,20.0,8.0,30.0,10,50.0,50.0,57.0,83.0,,50.0,,57.0,64.0,39.0,male,White,31.0,2.0,56.0,365.0,GA,22.986459203564465
315,A3W24IE6P9O302:3BXQMRHWK0S9WCVEFO3K6KD2BGWUMF,No but very cool hit thanks for having me and I hope to see more like this in the future.,1.0,88.0,27.0,13.0,"I found it fun and interesting. It is a little challenging, but it is worth it if you can catch on quickly.",I tried to study what he was giving and noticed when it is low he gives nothing back.,He seems like he is greedy.,100.0,40.0,20.0,40.0,40.0,40.0,60,4.0,2.0,4.0,4.0,4.0,6.0,20.0,10,20.0,20.0,20.0,30,1.0,11.0,56.0,100.0,,80.0,,93.0,14.0,23.0,male,White,34.0,10.0,34.0,366.0,IA,13.647196695442307
316,A4E1UYPDHE8D8:3FIJLY1B6VYQYXV1CF0D1O6U7DQPF0,I have no other comments.,76.0,33.0,61.0,61.0,It's tough to get it right. Wilson was mostly predictable at first but I felt like he changed his behavior in the second half of the task and got greedier so it threw me off.,The multiplier and the amount invested. I think the multiplier had the most influence on Wilson's behavior. He's more likely to return more than the fair share if the multiplier was low.,Generally fair but can be a bit greedy when the sum of money is large. Maybe nicer to girls? I am not 100% sure.,38.0,20.0,10.0,20.0,20.0,20.0,20,2.0,1.0,2.0,2.0,2.0,2.0,10.0,5,10.0,10.0,10.0,10,51.0,69.0,41.0,77.0,,62.0,,71.0,68.0,61.0,male,asian_asn_amer,38.0,5.0,81.0,367.0,GA,10.353661932609302
317,A4IH4CO046EV3:32EYX73OY130TS86KWZ1SJ7CH2YRU1,no,1.0,96.0,1.0,1.0,Very engaged and it was easy to predict. Task was easy and pays well. Nothing odd found.,The results of the prior interactions,Greedy bastard,98.0,40.0,20.0,40.0,20.0,40.0,40,4.0,2.0,4.0,4.0,4.0,4.0,20.0,10,20.0,10.0,20.0,20,42.0,5.0,25.0,92.0,,70.0,,66.0,6.0,1.0,male,White,39.0,0.0,91.0,368.0,GR,1.7543859649122806
318,A4J4GGMKJ68L0:3JJVG1YBECRWS612NY53KSAS07M5BK,no,1.0,100.0,1.0,1.0,It was fine. The prediction was pretty brutally difficult.,"I don't know, I just eyeball his goals. It sees arbitrary to me. ",He seems extremely greedy as more and more people give him money.,100.0,40.0,20.0,40.0,20.0,40.0,20,4.0,2.0,4.0,2.0,4.0,2.0,20.0,10,20.0,10.0,20.0,10,1.0,1.0,1.0,100.0,,100.0,,100.0,1.0,1.0,male,asian_asn_amer,24.0,0.0,4.0,369.0,IA,12.335932423651721
319,A4UIXESOEZI05:35LDD5557BYVTGQ2LAZI0X44A4WKM1,,68.0,88.0,23.0,32.0,"I was engaged the whole time, trying to figure out Wilson's patterns. The task was a little long and hard to predict.","I tried to consider what the multiplier was. If it was lower, I thought he was more likely to give a larger portion of the money back.",He seems a little greedy and unfair.,83.0,40.0,20.0,40.0,20.0,40.0,20,4.0,2.0,4.0,2.0,4.0,2.0,20.0,10,20.0,10.0,20.0,10,25.0,16.0,62.0,87.0,,82.0,,78.0,13.0,4.0,female,White,27.0,2.0,81.0,370.0,GA,15.9026037315511
320,A50K26F2IS94U:3KRVW3HTZOFTHZ3AQJ8KRJVEP4LMS6,None.,100.0,20.0,90.0,94.0,It was fun. It was a bit hard to see the pattern for a while. I really liked it the animations and characters. There wasn't anything I disliked or anything I found odd.,I just looked at the amounts he gave back and tried to find a pattern. Eventually I focused on the relation between that and the multiplier.,"He seems like a guy who is trying to make money out of gift that he has, which I can definitely understand and respect.",16.0,40.0,20.0,40.0,20.0,40.0,20,4.0,2.0,4.0,4.0,4.0,4.0,20.0,10,20.0,10.0,20.0,10,96.0,96.0,100.0,100.0,,100.0,,100.0,96.0,94.0,male,White,29.0,10.0,56.0,371.0,GA,14.408764967975495
321,A5J0OW727ZCWY:39DD6S19JQ5S6NXB4DE9A4N84V0ZEY,no,24.0,85.0,1.0,19.0,I was not too hard to predict. I was completely engaged. I liked everything about the task.,"I considered the amount of money Wilson had, the more money he had the less he would give back",he is not very trustworthy,100.0,20.0,20.0,20.0,40.0,20.0,60,2.0,2.0,2.0,4.0,2.0,6.0,10.0,10,10.0,20.0,10.0,30,59.0,19.0,24.0,92.0,,100.0,,100.0,1.0,1.0,female,White,47.0,0.0,72.0,372.0,GR,7.9830943098486955
322,A5NHP0N1XC09K:3X0H8UUIT2IPMBXOULE70HX5OPUWS5,no,50.0,80.0,12.0,8.0,"engaged, somewhat easy, tedious, nothing odd",gut feeling,greedy,94.0,10.0,10.0,20.0,20.0,30.0,30,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,15.0,15,91.0,8.0,50.0,50.0,,81.0,,50.0,14.0,7.0,male,White,53.0,0.0,6.0,373.0,IA,9.545507286735356
323,A5TMU62U5FE5K:3VZLGYJEYM41CNOSZI41YT8FLSGXZT,"It was not clear at first that the money ""returned"" included the amount created in the bag as well as the original investment amount.",1.0,100.0,1.0,1.0,It was frustrating because I knew from the beginning that there was no point to not returning whatever the bag multiplied.,I assumed he would be generous and give whatever he received. Finding this was wrong made me consider either random behaviors or something completely irrational.,He's an idiot. Taking any part of what others gave him was totally unnecessary since he could fill the bag with money and reap his reward all day long. As long as he maintained control of the bag others would have to be satisfied with whatever he returned. So he reaped no benefit from his behavior and only created disappointed potential enemies who might very well try to wrest control away from him.,100.0,40.0,20.0,40.0,40.0,40.0,60,2.0,2.0,4.0,4.0,4.0,6.0,20.0,10,20.0,20.0,20.0,30,1.0,1.0,57.0,79.0,,79.0,,79.0,1.0,1.0,male,White,63.0,0.0,75.0,374.0,GA,16.350656734428664
324,A5ZSUZXZ2PQ6Z:3YOH7BII0A1EJ3KBZ209NTNH08MKVH,nice experiment ,75.0,22.0,57.0,82.0,like the task about will be very difficult,percentage calculate the strategy guessing  ,wilson impress the investment and cash returns,19.0,20.0,4.0,40.0,11.0,60.0,30,2.0,0.0,0.0,0.0,0.0,0.0,10.0,2,20.0,5.0,30.0,6,53.0,97.0,68.0,57.0,,14.0,,79.0,79.0,68.0,male,White,35.0,1.0,54.0,375.0,MO,21.684187320152233
325,A69RUK0SZV067:3WT783CTPCBHRRAH28SBYYG2TKKBC3,Thank You,27.0,39.0,65.0,60.0,I felt I could have guessed better,money amounts,fair,48.0,20.0,10.0,40.0,30.0,60.0,50,2.0,1.0,4.0,3.0,6.0,5.0,10.0,5,20.0,15.0,30.0,25,24.0,67.0,59.0,84.0,,57.0,,81.0,67.0,61.0,male,White,35.0,5.0,47.0,376.0,IA,12.558711593799314
326,A6FE2ZQNFW12V:3QHK8ZVMINCAUV4NFLLA1H6PMXLBLD,None,16.0,55.0,50.0,62.0,I enjoyed it. I found his behavior to be pretty random. I was focused on it the whole time.,I watched when I was wrong and looked for patterns in the choices. Also just guessed.,"He's an ok guy, not bad not good.",63.0,10.0,10.0,20.0,20.0,30.0,30,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,15.0,15,33.0,53.0,39.0,38.0,,100.0,,85.0,27.0,59.0,female,White,29.0,7.0,4.0,377.0,IA,16.43884015594542
327,A73I2FZFSLK74:32Z9ZLUT1MESRTA6S5BYF9DHCRPHOY,VERY NICE,100.0,90.0,94.0,78.0,NOTHING,"PLEASE HE IS VERY RUDE
","HE IS SO CHEAP
",72.0,20.0,80.0,40.0,60.0,60.0,40,2.0,8.0,4.0,6.0,,,10.0,90,20.0,80.0,6.0,4,74.0,67.0,87.0,79.0,,73.0,,73.0,80.0,66.0,male,White,27.0,8.0,32.0,379.0,MO,60.17735310498469
328,A7KLTVEIASF4J:3ZDAD0O1T275QBFTTQFJC57YZ68TX6,no,40.0,40.0,20.0,39.0,It was all fine and engaging,guessing,seems fine,31.0,5.0,0.0,40.0,0.0,60.0,0,10.0,0.0,4.0,0.0,6.0,0.0,5.0,0,10.0,0.0,30.0,0,30.0,16.0,13.0,43.0,,39.0,,44.0,46.0,54.0,male,White,27.0,0.0,97.0,380.0,IA,15.289264828738514
329,A7KSIGZNUVAWP:39GAF6DQWSUCD2YPRSURIERIQYJ1VJ,good,91.0,85.0,98.0,94.0,very like,good,nice,96.0,200.0,1.0,40.0,11.0,60.0,1,2.0,1.0,4.0,2.0,6.0,1.0,20.0,2,20.0,2.0,30.0,1,99.0,100.0,50.0,87.0,,98.0,,100.0,100.0,98.0,male,White,61.0,9.0,62.0,381.0,GR,88.10881370091896
330,A88DXNDGDUWEN:3UXUOQ9OKFR6W0AT5DK4N14I9OR7AN,,1.0,100.0,1.0,4.0,"It became very simple to predict Wilson's behavior as he always returned $0. This seemed odd to me as I expected there to be some randomness in the behavior, making it more difficult to predict.","He was consistent in returning $0, so I based this on a consistent round-to-round behavioral pattern.",He is selfish and does not consider other people's feelings or what they deserve.,100.0,40.0,20.0,40.0,40.0,40.0,40,4.0,2.0,4.0,4.0,4.0,4.0,20.0,10,20.0,20.0,20.0,20,74.0,30.0,18.0,60.0,,100.0,,62.0,18.0,1.0,male,White,48.0,0.0,91.0,382.0,GR,1.7543859649122806
331,A8FLNGDLNJCUU:3DY4FPOOA2I067X6PM96O59VV97RVQ,No,71.0,92.0,7.0,36.0,It was easy.,"He is greedy so nobody is going to get any money, everyone got 0$.",He's not a very fair guy.,98.0,20.0,0.0,40.0,0.0,60.0,0,4.0,0.0,4.0,0.0,6.0,0.0,10.0,0,20.0,0.0,30.0,0,15.0,12.0,50.0,78.0,,50.0,,51.0,98.0,1.0,female,asian_asn_amer,23.0,0.0,91.0,383.0,GR,1.4619883040935675
332,A8KX1HFH8NE2Q:352YTHGROW7ON00O9LWP1B7CS81H4D,Thanks for the opportunity to participate and good luck with your research!,10.0,10.0,52.0,21.0,I was engaged.   I figured out Wilson's behavior after about 20 rounds.   I liked that the task had a good flow and kept moving.   I didn't find anything odd with the task.,I went with trial and error for a few rounds until I observed the patterns,I think that Wilson is somewhat greedy based on the decisions he made to keep the extra money.,87.0,20.0,20.0,20.0,40.0,20.0,40,2.0,2.0,2.0,4.0,2.0,4.0,10.0,10,10.0,20.0,10.0,20,56.0,24.0,66.0,100.0,5.0,88.0,43.0,88.0,28.0,11.0,,,,10.0,56.0,384.0,GA,5.204678362573101
333,A9A2IX3OBORBE:32ZKVD547GHTEREY9FHA5VC8L1Z3BB,the instructions were clear and easy to follow.,22.0,13.0,3.0,14.0,"the task was easy to comprehend, and very enjoyable to complete.","if it was over $50 he would return the portion over $50 , if not he kept it all.",i think Wilson is unfair.,96.0,40.0,0.0,40.0,10.0,40.0,10,4.0,0.0,4.0,0.0,4.0,0.0,20.0,0,20.0,20.0,20.0,0,76.0,87.0,88.0,88.0,,77.0,,73.0,88.0,15.0,female,White,33.0,0.0,52.0,388.0,GR,3.351898264178966
334,AA8PZKO9XGCKO:39GAF6DQWSUCD2YPRSURIERIRCB1V4,"No, everything went smoothly.",36.0,65.0,86.0,83.0,I was very engaged.  It was reasonably easy to guess how he was determining how much to return. I enjoyed the task and nothing seemed off.,How much money he was giving back in relation to the amount he had vs. the amount that the person retained.,He seems fair and is charging a fair fee for trying the bag.,18.0,40.0,10.0,40.0,20.0,40.0,20,4.0,1.0,4.0,2.0,4.0,2.0,10.0,5,20.0,10.0,20.0,10,77.0,82.0,69.0,83.0,,79.0,,63.0,72.0,65.0,female,White,26.0,10.0,34.0,390.0,IA,8.007982920263622
335,AA9V4NE8SOA4I:3PMBY0YE28XY3YVK4OEF7SLC5TXC9S,Thank You.,27.0,80.0,33.0,39.0,It was tricky to gauge wilsons behavior. I tried my best. ,I tried to see consistency. ,He was unreliable.,69.0,40.0,20.0,40.0,20.0,40.0,20,4.0,2.0,4.0,2.0,4.0,2.0,20.0,10,20.0,10.0,20.0,10,69.0,33.0,61.0,70.0,,70.0,,70.0,26.0,10.0,male,White,48.0,2.0,6.0,391.0,IA,21.646593335189827
336,AAASQIW3J32OL:3F0BG9B9MQH7SI8WLJYKQNMPD5Y7YI,"No, nothing special.",39.0,77.0,14.0,33.0,"I was really engaged and had a good time. I did my best to try to figure out Wilson's behavior, but it was not easy. At first I thought it would be easier to find one thing that made him tick, but it did not happen.","I tried to consider different factors and find correlations - like the gender of the person investing, or their skin color, or the money they originally had, or invested. But it did not work out too well.",He struck me as greedy and prejudiced. And moody.,75.0,40.0,13.0,40.0,30.0,40.0,40,4.0,1.0,4.0,3.0,4.0,4.0,20.0,7,20.0,15.0,20.0,20,36.0,24.0,36.0,96.0,,98.0,,91.0,14.0,13.0,female,White,57.0,3.0,75.0,392.0,GA,14.264480646059594
337,AAIQLE701DI9U:3LJ7UR74RI7GXWMZCJR26V48G8PN4L,No issues to report.,56.0,83.0,16.0,43.0,It was pretty easy to identify Wildson's behavior which made the rest of the task quite easy and predictable.,I tried to identify a pattern which I succeeded at. He would always return twice the amount invested regardless of the multiplier.,He's greedy but not to an extreme extent.,94.0,20.0,12.0,40.0,22.0,60.0,31,2.0,1.0,4.0,2.0,6.0,3.0,10.0,7,20.0,12.0,30.0,16,65.0,28.0,64.0,97.0,,81.0,,77.0,74.0,18.0,male,White,30.0,10.0,56.0,394.0,GA,3.805346700083542
338,AAQREZOK13OV7:36W0OB37HX84QXODUEMFV7KLWGHZHD,,1.0,93.0,1.0,44.0,"In general I could get pretty close to Wilson.  I enjoyed the task, but it would be helpful to know the bonus as you go along",tried to guess how much he would undercut,he acted the same as most people would,95.0,40.0,5.0,40.0,15.0,40.0,20,4.0,1.0,4.0,1.0,4.0,2.0,20.0,2,20.0,8.0,20.0,10,17.0,25.0,76.0,100.0,,68.0,,99.0,74.0,14.0,male,White,29.0,8.0,6.0,396.0,IA,9.796017822333612
339,ABI1EI8UQK6LK:3TY7ZAOG5GEYQ2JVW5CK20XR7KDK0A,,,,,,,,,,40.0,32.0,40.0,32.0,40.0,32,40.0,30.0,40.0,32.0,4.0,3.0,20.0,18,20.0,15.0,20.0,16,,,,,,,,,,,,,,,65.0,397.0,MO,11.084714100064977
340,ABL3H3O3BI8ZD:3QY7M81QH8GC8DJFH4XTHF7EFQR7KP,,42.0,64.0,74.0,75.0,I found nothing odd. It was good study.,I had no strategy.,I thought Wilson was kind.,64.0,7.0,6.0,10.0,10.0,3.0,7,6.0,9.0,8.0,8.0,20.0,12.0,8.0,7,6.0,8.0,67.0,12,62.0,68.0,65.0,65.0,,67.0,,88.0,100.0,79.0,male,White,29.0,7.0,75.0,398.0,GA,34.03978696741854
341,ACAJFF4MF5S5X:3N2BF7Y2VRO4RQPUFPWLN5OCH8RMH3,no,29.0,81.0,39.0,23.0,"I was engaged. It wasn't easy to predict, other than he usually gave less than I thought he would. I found it odd he sometimes gave zero.","I tried to see if there was a pattern, to see if he gave a particular percentage or not.",He seems like a jerk,50.0,40.0,20.0,40.0,38.0,40.0,40,4.0,2.0,4.0,4.0,4.0,4.0,20.0,10,20.0,19.0,20.0,20,56.0,36.0,50.0,59.0,,58.0,,63.0,29.0,14.0,female,White,40.0,5.0,97.0,399.0,IA,17.348057644110273
342,ACPFU48XQJGA8:3SLE99ER0O7UZKLRUMCJ9WHN1KYZBH,VERY NICE,81.0,81.0,77.0,74.0,NOTHING,I FOUND THAT HE IS VERY RUDE BY SHARING MONEY,HE IS SO CHEAP,74.0,10.0,5.0,10.0,8.0,10.0,5,1.0,0.0,1.0,0.0,1.0,0.0,5.0,2,5.0,3.0,5.0,2,79.0,73.0,79.0,80.0,,91.0,,98.0,77.0,73.0,male,White,27.0,7.0,32.0,402.0,MO,33.82959714100065
343,ADZ16EQ74XHJ7:3Z4XG4ZF49LMSRN5QS4OL9BBLJYX8C,Thanks for the experiment. ,34.0,69.0,33.0,30.0,I was very engaged because I wanted o find if there was a pattern and then tried to understand his reasoning and logic behind his decisions. It was hard to predict initially then I caught onto certain patterns. I liked the challenge and I disliked the lack of variables that went into his decision. I found nothing odd.,"The amount of money that was the total, which the more he made the generous he was.",Little greedy,70.0,40.0,15.0,20.0,30.0,40.0,40,4.0,2.0,4.0,3.0,4.0,4.0,20.0,8,20.0,15.0,20.0,20,65.0,33.0,66.0,94.0,,100.0,,95.0,38.0,21.0,male,White,26.0,10.0,54.0,403.0,MO,8.192587951359881
344,AEN7H01OU26XL:3KRVW3HTZOFTHZ3AQJ8KRJVEQUKSMS,,32.0,77.0,34.0,82.0,i like try to guessing wilson's behavior,the half if the ammount,he is not fair,24.0,40.0,35.0,40.0,33.0,40.0,40,4.0,4.0,4.0,4.0,4.0,4.0,20.0,8,20.0,16.0,20.0,20,1.0,50.0,18.0,76.0,,41.0,,90.0,36.0,80.0,female,White,26.0,1.0,93.0,404.0,GA,11.829457904019309
345,AEO84PDSWW0W:3U5NZHP4LSWACTM775OD49I7MOFHPT,no,22.0,77.0,1.0,1.0,"I was very engaged, I thought it was somewhat easy to predict Wilson's behavior once I noticed a pattern. I enjoyed the task and didn't find any part of it unenjoyable or odd.",I considered what Wilson thought the person felt they would be receiving and figured he'd give them that and keep the rest.,He's a thief and dishonest.,100.0,20.0,20.0,20.0,40.0,20.0,60,2.0,2.0,2.0,4.0,2.0,6.0,10.0,10,10.0,20.0,10.0,30,1.0,1.0,67.0,100.0,,100.0,,100.0,1.0,2.0,female,White,45.0,0.0,93.0,405.0,GA,12.515606144992113
346,AETIZKQNUSBLB:3IGI0VL648EK1PWHV36BKTADZIYON9,none,27.0,58.0,34.0,20.0,it was hard to predict the exact behavior but I was able to get close enough. ,past experience with wilson's behavior and what I would do.,unpredictable and selfish,75.0,17.0,10.0,17.0,20.0,17.0,30,2.0,1.0,2.0,2.0,2.0,3.0,7.0,5,7.0,10.0,7.0,15,41.0,33.0,84.0,92.0,,92.0,,84.0,20.0,12.0,male,White,28.0,0.0,65.0,406.0,MO,9.498224728487886
347,AEWPAZBYA7XE:374TNBHA8CPHY0DBHI7QQE3KH5OYQO,Nope.,1.0,100.0,1.0,1.0,"I had to decide what I thought Wilson would give back.
It was easy.
A bit boring.
Wilson almost always gave nothing back.",He almost always kept it all.,Poor.,100.0,10.0,10.0,20.0,20.0,30.0,30,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5,10.0,10.0,15.0,15,80.0,1.0,8.0,98.0,,73.0,,96.0,1.0,1.0,male,White,40.0,0.0,83.0,407.0,GR,1.023391812865497
348,AFSXDUXUY0ST6:3NVC2EB65RTPRZ79J7VUD6A97C83YM,need some more guidelines ,81.0,74.0,91.0,70.0,difficult to credit wilson's behavior ,depending one investment,he is playing very tricky ,79.0,10.0,20.0,20.0,40.0,30.0,60,1.0,2.0,2.0,4.0,3.0,6.0,5.0,10,10.0,20.0,15.0,30,61.0,74.0,65.0,66.0,,79.0,,94.0,83.0,64.0,male,White,27.0,9.0,72.0,408.0,GR,11.580977907732292
349,AGC307XG0RIR4:3PMBY0YE28XY3YVK4OEF7SLC47T9CC,,66.0,81.0,4.0,1.0,,"if the amount after multiplying was under 10, then I would click 0.  I would add a couple of dollars to the amount given if it was a 4x or 6x",he's very greedy,94.0,20.0,20.0,40.0,40.0,60.0,60,2.0,2.0,4.0,4.0,6.0,6.0,10.0,10,20.0,20.0,30.0,30,49.0,18.0,54.0,71.0,,60.0,,57.0,8.0,12.0,male,White,28.0,0.0,54.0,409.0,MO,6.923965005105355
350,AH5HMXXK35KZV:3XM0HYN6NLTYSJV5H4G7J6LUVZLPE2,,28.0,100.0,1.0,1.0,I was completely engaged. I found it very difficult to predict his behavior. I enjoyed the task-it was different and fun. Nothing was odd. ,I honestly couldn't figure out a strategy. I tried looking at what was invested and what his profit would be. ,He is selfish and greedy and deceiving. ,100.0,40.0,20.0,40.0,40.0,40.0,60,4.0,2.0,4.0,4.0,4.0,6.0,20.0,10,20.0,20.0,20.0,30,1.0,3.0,86.0,100.0,,100.0,,100.0,1.0,1.0,female,White,24.0,0.0,47.0,410.0,IA,18.744082428292952
